867,0.05159194282001299,0.008626082794165608
1027,0.04600389863547758,0.006298438370917549
612,0.07160493827160494,0.01112914571332379
357,0.13801169590643272,0.01727759828940377
102,0.15120207927225468,0.02590311685458042
969,0.04808317089018844,0.007835082674455027
714,0.059584145549057804,0.010708638498678218
459,0.09525666016894085,0.014902899224965379
204,0.24249512670565299,0.030485069272382148
816,0.054126055880441844,0.008295995424965747
561,0.07576348278102665,0.012438351266954178
306,0.19616634178037687,0.03067098650473889
51,0.1330084470435347,0.03124460349786807
918,0.04912280701754385,0.007283252121742458
663,0.06510721247563353,0.0117240294334207
408,0.11195581546458735,0.017360118849627362
153,0.18245614035087718,0.029042435719563987
765,0.056140350877193,0.008230338678918264
510,0.08245614035087719,0.012961130767937066
255,0.38291098115659516,0.0450729118092865
