867,0.04041585445094217,0.008390876391089241
1027,0.0378167641325536,0.007593170192588195
612,0.04217024041585445,0.009409146705499758
357,0.048148148148148155,0.009709481017865318
102,0.05984405458089669,0.011401425977301954
969,0.03866146848602989,0.008645882831730314
714,0.041520467836257305,0.00871979307849709
459,0.04587394411955814,0.00906985701697946
204,0.053281351526965566,0.01005784149234014
816,0.040935672514619874,0.008346479908164476
561,0.04411955815464586,0.009907487177084465
306,0.04899285250162442,0.008829259389974285
51,0.07082521117608837,0.017386729253098962
918,0.03976608187134503,0.008309979092266752
663,0.04223521767381417,0.009050284780496503
408,0.04756335282651071,0.010272984625846223
153,0.05503573749187782,0.010601652451731905
765,0.0414554905782976,0.008931950761502059
510,0.044834307992202733,0.009837136253554549
255,0.05003248862897986,0.009202945380821422
